scenario,batch,replicate,seed,method,truth,estimate,absolute_error,released,ridge,kernel_ridge,kernel_bandwidth
nominal,0,6,2206514770,rbf_kernel_ridge,0.15091625304697853,0.15684293103356894,0.005926677986590412,True,,0.01,2.0
nominal,0,6,2206514770,atlas,0.15091625304697853,0.09108296959107531,0.05983328345590322,False,,,
nominal,0,6,2206514770,atlas_no_rejection,0.15091625304697853,0.09108296959107531,0.05983328345590322,True,,,
nominal,0,6,2206514770,semantic_forced,0.15091625304697853,0.6046617505882521,0.4537454975412736,True,,,
nominal,0,7,3430997634,ivw_meta,0.6522186508529189,0.18196677360929225,0.4702518772436266,True,,,
nominal,0,7,3430997634,random_effects_meta,0.6522186508529189,0.15679148349053243,0.49542716736238646,True,,,
nominal,0,7,3430997634,full_nearest,0.6522186508529189,0.8777619733763646,0.22554332252344578,True,,,
nominal,0,7,3430997634,ridge_meta_regression,0.6522186508529189,0.3243663455036867,0.32785230534923215,True,1.0,,
nominal,0,7,3430997634,rbf_kernel_ridge,0.6522186508529189,0.5873590886338302,0.06485956221908862,True,,0.01,1.0
nominal,0,7,3430997634,atlas,0.6522186508529189,0.3684881119801162,0.28373053887280264,True,,,
nominal,0,7,3430997634,atlas_no_rejection,0.6522186508529189,0.3684881119801162,0.28373053887280264,True,,,
nominal,0,7,3430997634,semantic_forced,0.6522186508529189,0.2988572296704233,0.3533614211824956,True,,,
nominal,0,8,1661273808,ivw_meta,0.8103882251566972,0.0788021455899722,0.731586079566725,True,,,
nominal,0,8,1661273808,random_effects_meta,0.8103882251566972,0.03894947938751455,0.7714387457691826,True,,,
nominal,0,8,1661273808,full_nearest,0.8103882251566972,0.35827449721611077,0.4521137279405864,True,,,
nominal,0,8,1661273808,ridge_meta_regression,0.8103882251566972,0.6832199712970684,0.12716825385962882,True,0.01,,
nominal,0,8,1661273808,rbf_kernel_ridge,0.8103882251566972,0.655761872699111,0.15462635245758616,True,,0.01,2.0
nominal,0,8,1661273808,atlas,0.8103882251566972,0.68529295568326,0.1250952694734372,False,,,
nominal,0,8,1661273808,atlas_no_rejection,0.8103882251566972,0.68529295568326,0.1250952694734372,True,,,
nominal,0,8,1661273808,semantic_forced,0.8103882251566972,0.24553197486951617,0.564856250287181,True,,,
nominal,0,9,3021915608,ivw_meta,0.09060572555516652,0.022493962991508333,0.0681117625636582,True,,,
nominal,0,9,3021915608,random_effects_meta,0.09060572555516652,0.04112015847665917,0.049485567078507355,True,,,
nominal,0,9,3021915608,full_nearest,0.09060572555516652,-0.48886986609600386,0.5794755916511704,True,,,
nominal,0,9,3021915608,ridge_meta_regression,0.09060572555516652,-0.11122558459492188,0.2018313101500884,True,0.1,,
nominal,0,9,3021915608,rbf_kernel_ridge,0.09060572555516652,-0.06518309803245453,0.15578882358762106,True,,0.01,2.0
nominal,0,9,3021915608,atlas,0.09060572555516652,-0.1148615781535286,0.20546730370869512,True,,,
nominal,0,9,3021915608,atlas_no_rejection,0.09060572555516652,-0.1148615781535286,0.20546730370869512,True,,,
nominal,0,9,3021915608,semantic_forced,0.09060572555516652,-0.10307908769265606,0.19368481324782258,True,,,
nominal,0,10,255881466,ivw_meta,0.7534159921852429,0.270374301418438,0.4830416907668049,True,,,
nominal,0,10,255881466,random_effects_meta,0.7534159921852429,0.29508319290301316,0.45833279928222975,True,,,
nominal,0,10,255881466,full_nearest,0.7534159921852429,-0.0812815533596162,0.8346975455448591,True,,,
nominal,0,10,255881466,ridge_meta_regression,0.7534159921852429,0.5293122265103729,0.22410376567487,True,1.0,,
nominal,0,10,255881466,rbf_kernel_ridge,0.7534159921852429,0.6184441221669041,0.13497187001833877,True,,0.01,2.0
nominal,0,10,255881466,atlas,0.7534159921852429,0.5789774776471376,0.17443851453810533,False,,,
nominal,0,10,255881466,atlas_no_rejection,0.7534159921852429,0.5789774776471376,0.17443851453810533,True,,,
nominal,0,10,255881466,semantic_forced,0.7534159921852429,0.27967779952991656,0.47373819265532635,True,,,
nominal,0,11,1416983642,ivw_meta,-0.36483739916412705,-0.16760924590752838,0.19722815325659868,True,,,
nominal,0,11,1416983642,random_effects_meta,-0.36483739916412705,-0.12546097632637684,0.2393764228377502,True,,,
nominal,0,11,1416983642,full_nearest,-0.36483739916412705,-0.3358608267261111,0.028976572438015935,True,,,
nominal,0,11,1416983642,ridge_meta_regression,-0.36483739916412705,-0.46511635930674133,0.10027896014261428,True,0.1,,
nominal,0,11,1416983642,rbf_kernel_ridge,-0.36483739916412705,-0.46266657308039505,0.097829173916268,True,,0.01,1.0
nominal,0,11,1416983642,atlas,-0.36483739916412705,-0.44814000982226077,0.08330261065813371,True,,,
nominal,0,11,1416983642,atlas_no_rejection,-0.36483739916412705,-0.44814000982226077,0.08330261065813371,True,,,
nominal,0,11,1416983642,semantic_forced,-0.36483739916412705,-0.23832675944365866,0.1265106397204684,True,,,
nominal,0,12,3675305467,ivw_meta,0.22702044924993786,-0.1391689389088989,0.3661893881588367,True,,,
nominal,0,12,3675305467,random_effects_meta,0.22702044924993786,-0.20858615438675865,0.4356066036366965,True,,,
nominal,0,12,3675305467,full_nearest,0.22702044924993786,-0.4152334157999362,0.6422538650498741,True,,,
nominal,0,12,3675305467,ridge_meta_regression,0.22702044924993786,0.1432745115559312,0.08374593769400665,True,0.1,,
nominal,0,12,3675305467,rbf_kernel_ridge,0.22702044924993786,0.16986732907694216,0.0571531201729957,True,,0.01,2.0
nominal,0,12,3675305467,atlas,0.22702044924993786,0.15142044849167322,0.07560000075826465,False,,,
nominal,0,12,3675305467,atlas_no_rejection,0.22702044924993786,0.15142044849167322,0.07560000075826465,True,,,
nominal,0,12,3675305467,semantic_forced,0.22702044924993786,-0.3671921917935647,0.5942126410435026,True,,,
nominal,0,13,3614164098,ivw_meta,-0.2924402866136022,-0.388185171494304,0.09574488488070176,True,,,
nominal,0,13,3614164098,random_effects_meta,-0.2924402866136022,-0.44300793263368854,0.15056764602008632,True,,,
nominal,0,13,3614164098,full_nearest,-0.2924402866136022,-0.6746547019082443,0.38221441529464206,True,,,
nominal,0,13,3614164098,ridge_meta_regression,-0.2924402866136022,-0.3054621045839453,0.013021817970343075,True,0.1,,
nominal,0,13,3614164098,rbf_kernel_ridge,-0.2924402866136022,-0.29569279092264744,0.0032525043090452233,True,,0.01,2.0
nominal,0,13,3614164098,atlas,-0.2924402866136022,-0.2788722770381883,0.01356800957541393,False,,,
nominal,0,13,3614164098,atlas_no_rejection,-0.2924402866136022,-0.2788722770381883,0.01356800957541393,True,,,
nominal,0,13,3614164098,semantic_forced,-0.2924402866136022,-0.5278004031469758,0.23536011653337363,True,,,
nominal,0,14,1615387791,ivw_meta,0.11591541044966708,0.002340067455223363,0.11357534299444372,True,,,
nominal,0,14,1615387791,random_effects_meta,0.11591541044966708,0.027982955810069605,0.08793245463959748,True,,,
nominal,0,14,1615387791,full_nearest,0.11591541044966708,-0.6652725183693892,0.7811879288190562,True,,,
nominal,0,14,1615387791,ridge_meta_regression,0.11591541044966708,-0.10863958210098779,0.22455499255065486,True,0.1,,
nominal,0,14,1615387791,rbf_kernel_ridge,0.11591541044966708,-0.06249270667604791,0.17840811712571497,True,,0.01,2.0
nominal,0,14,1615387791,atlas,0.11591541044966708,-0.12237038527453123,0.2382857957241983,False,,,
nominal,0,14,1615387791,atlas_no_rejection,0.11591541044966708,-0.12237038527453123,0.2382857957241983,True,,,
nominal,0,14,1615387791,semantic_forced,0.11591541044966708,-0.08134266232211229,0.19725807277177937,True,,,
nominal,0,15,1403746905,ivw_meta,0.16925807225893694,-0.09236189094883486,0.2616199632077718,True,,,
nominal,0,15,1403746905,random_effects_meta,0.16925807225893694,-0.09041003975952058,0.2596681120184575,True,,,
nominal,0,15,1403746905,full_nearest,0.16925807225893694,-0.07200126874996197,0.2412593410088989,True,,,
nominal,0,15,1403746905,ridge_meta_regression,0.16925807225893694,0.16396537346831186,0.005292698790625078,True,0.1,,
nominal,0,15,1403746905,rbf_kernel_ridge,0.16925807225893694,0.3263812472343744,0.15712317497543746,True,,0.01,1.0
nominal,0,15,1403746905,atlas,0.16925807225893694,0.16250876429937164,0.006749307959565298,False,,,
nominal,0,15,1403746905,atlas_no_rejection,0.16925807225893694,0.16250876429937164,0.006749307959565298,True,,,
nominal,0,15,1403746905,semantic_forced,0.16925807225893694,0.11301425309606938,0.05624381916286755,True,,,
nominal,0,16,4255586567,ivw_meta,-0.3722071573094124,-0.01994642207630035,0.352260735233112,True,,,
nominal,0,16,4255586567,random_effects_meta,-0.3722071573094124,-0.03523766633303809,0.3369694909763743,True,,,
nominal,0,16,4255586567,full_nearest,-0.3722071573094124,-0.6204471315911337,0.24823997428172134,True,,,
nominal,0,16,4255586567,ridge_meta_regression,-0.3722071573094124,-0.33895236258131706,0.03325479472809534,True,0.1,,
nominal,0,16,4255586567,rbf_kernel_ridge,-0.3722071573094124,-0.3199778858544601,0.05222927145495232,True,,0.01,2.0
nominal,0,16,4255586567,atlas,-0.3722071573094124,-0.33687911093098194,0.035328046378430455,True,,,
nominal,0,16,4255586567,atlas_no_rejection,-0.3722071573094124,-0.33687911093098194,0.035328046378430455,True,,,
nominal,0,16,4255586567,semantic_forced,-0.3722071573094124,-0.08822105963983198,0.2839860976695804,True,,,
nominal,0,17,597572260,ivw_meta,-0.10564846698988561,-0.11783507525046696,0.01218660826058135,True,,,
nominal,0,17,597572260,random_effects_meta,-0.10564846698988561,-0.11962832182652351,0.013979854836637898,True,,,
nominal,0,17,597572260,full_nearest,-0.10564846698988561,-0.31456790563617093,0.20891943864628532,True,,,
nominal,0,17,597572260,ridge_meta_regression,-0.10564846698988561,-0.19193364131829882,0.0862851743284132,True,0.1,,
nominal,0,17,597572260,rbf_kernel_ridge,-0.10564846698988561,-0.20420091638429,0.09855244939440438,True,,0.01,2.0
nominal,0,17,597572260,atlas,-0.10564846698988561,-0.18702444986251987,0.08137598287263426,False,,,
nominal,0,17,597572260,atlas_no_rejection,-0.10564846698988561,-0.18702444986251987,0.08137598287263426,True,,,
nominal,0,17,597572260,semantic_forced,-0.10564846698988561,-0.1932302655893362,0.08758179859945059,True,,,
nominal,0,18,1826275022,ivw_meta,0.39171707970170894,-0.013652838721381993,0.40536991842309095,True,,,
nominal,0,18,1826275022,random_effects_meta,0.39171707970170894,-0.03244129812732387,0.4241583778290328,True,,,
nominal,0,18,1826275022,full_nearest,0.39171707970170894,-0.8130916929428994,1.2048087726446084,True,,,
nominal,0,18,1826275022,ridge_meta_regression,0.39171707970170894,0.05161241439455276,0.34010466530715616,True,1.0,,
nominal,0,18,1826275022,rbf_kernel_ridge,0.39171707970170894,-0.07645242281355671,0.4681695025152657,True,,0.01,1.0
nominal,0,18,1826275022,atlas,0.39171707970170894,0.07080157272399287,0.3209155069777161,False,,,
nominal,0,18,1826275022,atlas_no_rejection,0.39171707970170894,0.07080157272399287,0.3209155069777161,True,,,
nominal,0,18,1826275022,semantic_forced,0.39171707970170894,-0.2252887468412452,0.6170058265429541,True,,,
nominal,0,19,605219138,ivw_meta,0.5929065162982513,0.5377623436515061,0.055144172646745204,True,,,
nominal,0,19,605219138,random_effects_meta,0.5929065162982513,0.5181399290923702,0.07476658720588114,True,,,
nominal,0,19,605219138,full_nearest,0.5929065162982513,1.4473638563139184,0.8544573400156671,True,,,
nominal,0,19,605219138,ridge_meta_regression,0.5929065162982513,0.4273542299434111,0.1655522863548402,True,1.0,,
nominal,0,19,605219138,rbf_kernel_ridge,0.5929065162982513,0.38069061814639504,0.21221589815185626,True,,0.01,1.0
nominal,0,19,605219138,atlas,0.5929065162982513,0.40645543353241376,0.18645108276583755,False,,,
nominal,0,19,605219138,atlas_no_rejection,0.5929065162982513,0.40645543353241376,0.18645108276583755,True,,,
nominal,0,19,605219138,semantic_forced,0.5929065162982513,0.708316217894788,0.11540970159653674,True,,,
nominal,0,20,1585010905,ivw_meta,0.44309330079946774,0.20296597377233855,0.2401273270271292,True,,,
nominal,0,20,1585010905,random_effects_meta,0.44309330079946774,0.1763871079588543,0.2667061928406135,True,,,
nominal,0,20,1585010905,full_nearest,0.44309330079946774,0.32854305940917194,0.11455024139029579,True,,,
nominal,0,20,1585010905,ridge_meta_regression,0.44309330079946774,0.34331408133172225,0.09977921946774548,True,0.1,,
nominal,0,20,1585010905,rbf_kernel_ridge,0.44309330079946774,0.34908781557487434,0.0940054852245934,True,,0.01,2.0
nominal,0,20,1585010905,atlas,0.44309330079946774,0.3464209364249368,0.09667236437453092,False,,,
nominal,0,20,1585010905,atlas_no_rejection,0.44309330079946774,0.3464209364249368,0.09667236437453092,True,,,
nominal,0,20,1585010905,semantic_forced,0.44309330079946774,0.0699450377898827,0.37314826300958504,True,,,
nominal,0,21,437884935,ivw_meta,-0.5190418077429311,-0.15499478108430195,0.3640470266586291,True,,,
nominal,0,21,437884935,random_effects_meta,-0.5190418077429311,-0.13368801617969936,0.3853537915632317,True,,,
nominal,0,21,437884935,full_nearest,-0.5190418077429311,-0.66924334796314,0.15020154022020893,True,,,
nominal,0,21,437884935,ridge_meta_regression,-0.5190418077429311,-0.565847877237629,0.0468060694946979,True,0.01,,
nominal,0,21,437884935,rbf_kernel_ridge,-0.5190418077429311,-0.570794187201751,0.05175237945881994,True,,0.01,2.0
nominal,0,21,437884935,atlas,-0.5190418077429311,-0.5626841803560146,0.04364237261308357,True,,,
nominal,0,21,437884935,atlas_no_rejection,-0.5190418077429311,-0.5626841803560146,0.04364237261308357,True,,,
nominal,0,21,437884935,semantic_forced,-0.5190418077429311,-0.21353646250244976,0.30550534524048134,True,,,
nominal,0,22,3539297457,ivw_meta,0.40649642755849164,0.5061378674723372,0.09964143991384561,True,,,
nominal,0,22,3539297457,random_effects_meta,0.40649642755849164,0.4941078735551175,0.08761144599662585,True,,,
nominal,0,22,3539297457,full_nearest,0.40649642755849164,0.7574944671340412,0.3509980395755496,True,,,
nominal,0,22,3539297457,ridge_meta_regression,0.40649642755849164,0.3422094409138479,0.06428698664464372,True,0.1,,
nominal,0,22,3539297457,rbf_kernel_ridge,0.40649642755849164,0.3668717112692913,0.039624716289200335,True,,0.01,2.0
nominal,0,22,3539297457,atlas,0.40649642755849164,0.3422670755433779,0.06422935201511376,True,,,
nominal,0,22,3539297457,atlas_no_rejection,0.40649642755849164,0.3422670755433779,0.06422935201511376,True,,,
nominal,0,22,3539297457,semantic_forced,0.40649642755849164,0.5132493396628622,0.1067529121043706,True,,,
nominal,0,23,724448689,ivw_meta,-0.38990466268116153,-0.23353235387446994,0.1563723088066916,True,,,
nominal,0,23,724448689,random_effects_meta,-0.38990466268116153,-0.18870970088267408,0.20119496179848745,True,,,
nominal,0,23,724448689,full_nearest,-0.38990466268116153,-0.7457428814357963,0.3558382187546347,True,,,
nominal,0,23,724448689,ridge_meta_regression,-0.38990466268116153,-0.4579437516708479,0.06803908898968636,True,0.1,,
nominal,0,23,724448689,rbf_kernel_ridge,-0.38990466268116153,-0.45971814108437015,0.06981347840320862,True,,0.01,2.0
nominal,0,23,724448689,atlas,-0.38990466268116153,-0.46040097174237804,0.07049630906121651,False,,,
nominal,0,23,724448689,atlas_no_rejection,-0.38990466268116153,-0.46040097174237804,0.07049630906121651,True,,,
nominal,0,23,724448689,semantic_forced,-0.38990466268116153,-0.6382381756698349,0.24833351298867334,True,,,
nominal,0,24,54442982,ivw_meta,-0.41986245501366926,-0.5154106020782081,0.09554814706453885,True,,,
nominal,0,24,54442982,random_effects_meta,-0.41986245501366926,-0.5176267150440901,0.09776426003042082,True,,,
nominal,0,24,54442982,full_nearest,-0.41986245501366926,-1.0526138320145193,0.63275137700085,True,,,
nominal,0,24,54442982,ridge_meta_regression,-0.41986245501366926,-0.5666949996193296,0.1468325446056603,True,1.0,,
nominal,0,24,54442982,rbf_kernel_ridge,-0.41986245501366926,-0.5866608873438448,0.16679843233017555,True,,0.01,2.0
nominal,0,24,54442982,atlas,-0.41986245501366926,-0.5757102908294743,0.15584783581580508,False,,,
nominal,0,24,54442982,atlas_no_rejection,-0.41986245501366926,-0.5757102908294743,0.15584783581580508,True,,,
nominal,0,24,54442982,semantic_forced,-0.41986245501366926,-0.652453724241464,0.23259126922779472,True,,,
nominal,0,25,2180979153,ivw_meta,0.8236165789926178,0.8128738971759927,0.010742681816625077,True,,,
nominal,0,25,2180979153,random_effects_meta,0.8236165789926178,0.8099028314295359,0.013713747563081857,True,,,
nominal,0,25,2180979153,full_nearest,0.8236165789926178,0.7640493926201944,0.05956718637242331,True,,,
nominal,0,25,2180979153,ridge_meta_regression,0.8236165789926178,0.7120502293963444,0.11156634959627332,True,0.1,,
nominal,0,25,2180979153,rbf_kernel_ridge,0.8236165789926178,0.8656997822761425,0.04208320328352477,True,,0.01,2.0
nominal,0,25,2180979153,atlas,0.8236165789926178,0.7097963711906543,0.11382020780196345,False,,,
nominal,0,25,2180979153,atlas_no_rejection,0.8236165789926178,0.7097963711906543,0.11382020780196345,True,,,
nominal,0,25,2180979153,semantic_forced,0.8236165789926178,0.7777507941346344,0.045865784857983316,True,,,
nominal,0,26,1933306573,ivw_meta,-0.04476724460032469,-0.1996270080767862,0.15485976347646152,True,,,
nominal,0,26,1933306573,random_effects_meta,-0.04476724460032469,-0.19136099121042333,0.14659374661009864,True,,,
nominal,0,26,1933306573,full_nearest,-0.04476724460032469,-0.5295987326877187,0.48483148808739407,True,,,
nominal,0,26,1933306573,ridge_meta_regression,-0.04476724460032469,-0.26580106134029247,0.22103381673996778,True,0.1,,
nominal,0,26,1933306573,rbf_kernel_ridge,-0.04476724460032469,-0.25166599798839095,0.20689875338806626,True,,0.01,2.0
nominal,0,26,1933306573,atlas,-0.04476724460032469,-0.26624875037758944,0.22148150577726475,True,,,
nominal,0,26,1933306573,atlas_no_rejection,-0.04476724460032469,-0.26624875037758944,0.22148150577726475,True,,,
nominal,0,26,1933306573,semantic_forced,-0.04476724460032469,-0.42992500326296734,0.3851577586626427,True,,,
nominal,0,27,3894915906,ivw_meta,0.25764459273419826,0.4789168934582716,0.22127230072407333,True,,,
nominal,0,27,3894915906,random_effects_meta,0.25764459273419826,0.4883019288330912,0.23065733609889294,True,,,
nominal,0,27,3894915906,full_nearest,0.25764459273419826,1.0580904726314706,0.8004458798972723,True,,,
nominal,0,27,3894915906,ridge_meta_regression,0.25764459273419826,0.3342366819453019,0.07659208921110361,True,0.1,,
nominal,0,27,3894915906,rbf_kernel_ridge,0.25764459273419826,0.3774117351480457,0.11976714241384745,True,,0.01,2.0
nominal,0,27,3894915906,atlas,0.25764459273419826,0.3336713082161307,0.07602671548193246,False,,,
nominal,0,27,3894915906,atlas_no_rejection,0.25764459273419826,0.3336713082161307,0.07602671548193246,True,,,
nominal,0,27,3894915906,semantic_forced,0.25764459273419826,0.5536530591915405,0.29600846645734225,True,,,
nominal,0,28,582032070,ivw_meta,-0.20919137376329072,-0.1785594388381763,0.03063193492511443,True,,,
nominal,0,28,582032070,random_effects_meta,-0.20919137376329072,-0.19869010667191825,0.010501267091372474,True,,,
nominal,0,28,582032070,full_nearest,-0.20919137376329072,-0.8818013418467814,0.6726099680834907,True,,,
nominal,0,28,582032070,ridge_meta_regression,-0.20919137376329072,-0.3017717689482957,0.092580395185005,True,0.1,,
nominal,0,28,582032070,rbf_kernel_ridge,-0.20919137376329072,-0.3249610189603971,0.11576964519710636,True,,0.01,2.0
nominal,0,28,582032070,atlas,-0.20919137376329072,-0.3040968311750191,0.0949054574117284,False,,,
nominal,0,28,582032070,atlas_no_rejection,-0.20919137376329072,-0.3040968311750191,0.0949054574117284,True,,,
nominal,0,28,582032070,semantic_forced,-0.20919137376329072,-0.40203300873362097,0.19284163497033024,True,,,
nominal,0,29,3236552667,ivw_meta,0.37794976630318533,-0.1351054454973636,0.5130552118005489,True,,,
nominal,0,29,3236552667,random_effects_meta,0.37794976630318533,-0.11990404729748104,0.4978538136006664,True,,,
nominal,0,29,3236552667,full_nearest,0.37794976630318533,-0.3137314237233072,0.6916811900264925,True,,,
nominal,0,29,3236552667,ridge_meta_regression,0.37794976630318533,0.23590587527550386,0.14204389102768147,True,0.1,,
nominal,0,29,3236552667,rbf_kernel_ridge,0.37794976630318533,0.265945369444216,0.11200439685896935,True,,0.01,2.0
nominal,0,29,3236552667,atlas,0.37794976630318533,0.23509133693675643,0.1428584293664289,False,,,
nominal,0,29,3236552667,atlas_no_rejection,0.37794976630318533,0.23509133693675643,0.1428584293664289,True,,,
nominal,0,29,3236552667,semantic_forced,0.37794976630318533,0.09322824784532477,0.28472151845786053,True,,,
nominal,0,30,607616431,ivw_meta,1.5692016392624557,0.6884639549587673,0.8807376843036884,True,,,
nominal,0,30,607616431,random_effects_meta,1.5692016392624557,0.7125899017807017,0.856611737481754,True,,,
nominal,0,30,607616431,full_nearest,1.5692016392624557,2.0308868582796458,0.46168521901719006,True,,,
nominal,0,30,607616431,ridge_meta_regression,1.5692016392624557,1.3341059579150354,0.23509568134742032,True,1.0,,
nominal,0,30,607616431,rbf_kernel_ridge,1.5692016392624557,1.3733187646516982,0.19588287461075748,True,,0.01,2.0
nominal,0,30,607616431,atlas,1.5692016392624557,1.3842652232069321,0.18493641605552358,True,,,
nominal,0,30,607616431,atlas_no_rejection,1.5692016392624557,1.3842652232069321,0.18493641605552358,True,,,
nominal,0,30,607616431,semantic_forced,1.5692016392624557,1.3101454273581363,0.2590562119043194,True,,,
nominal,0,31,3539329541,ivw_meta,0.7287068279293305,0.2733142707359239,0.4553925571934066,True,,,
nominal,0,31,3539329541,random_effects_meta,0.7287068279293305,0.26649932137714766,0.46220750655218285,True,,,
nominal,0,31,3539329541,full_nearest,0.7287068279293305,1.0207722872889289,0.2920654593595984,True,,,
nominal,0,31,3539329541,ridge_meta_regression,0.7287068279293305,0.5037920387447519,0.22491478918457863,True,0.1,,
nominal,0,31,3539329541,rbf_kernel_ridge,0.7287068279293305,0.6149926277543969,0.11371420017493361,True,,0.01,2.0
nominal,0,31,3539329541,atlas,0.7287068279293305,0.5130315299430199,0.21567529798631058,False,,,
nominal,0,31,3539329541,atlas_no_rejection,0.7287068279293305,0.5130315299430199,0.21567529798631058,True,,,
